"Conso" "Temp" "cosinus" "sinus" "day_length" "teff" "seuil" "T00" "t1" "t2" "t3" "t4" "t5" "t6" "t7" "Date" "month" "year" "day" "weekend" "wday" "quarter" "season" "holidays" "jc" "lagholidays" "leadholidays"
0,383424566967 -1,21658533445246 0,816783725134462 1,06944924598233 -0,611410923378888 -1,22014319128365 0,213352409726795 -0,842041184150731 -0,935503855763615 -1,15173909771633 -1,17970496720491 -1,088759588486 -1,10549129805033 -0,765353233369585 -1,26522056122955 2015-02-21 "February" "2015" "Saturday" "1" "7" "1" "peak_season" "0" "1" "0" "0"
0,324555712384708 -1,39885666854707 0,797757480752796 1,08463286718631 -0,591258412853258 -1,34220103828464 0,213352409726795 -0,842041184150731 -1,12310947600946 -1,46852546559428 -1,48211408521687 -1,32255944600681 -1,21337635239134 -0,940306191172585 -1,14945344034383 2015-02-22 "February" "2015" "Sunday" "1" "1" "1" "peak_season" "0" "1" "0" "0"
0,383076997196855 -1,13655443355797 0,778476156329583 1,0994823367436 -0,570974005169029 -1,19717236798887 0,213352409726795 -0,842041184150731 -0,653140203295838 -1,30668895156968 -0,959979861206354 -1,32867186058251 -1,39548020298113 -1,12827534277274 -1,46580715682362 2015-02-23 "February" "2015" "Monday" "0" "2" "1" "peak_season" "0" "0" "0" "0"
0,380479597594553 -1,13732027949955 0,758945465337374 1,1139932544359 -0,550562574518532 -1,18377304294942 0,213352409726795 -0,842041184150731 -0,858321910163492 -1,21257126256246 -1,10582527128554 -0,99783742167235 -1,1334189894223 -0,657395390699026 -1,30419167123068 2015-02-24 "February" "2015" "Tuesday" "0" "3" "1" "peak_season" "0" "0" "0" "0"
0,415805583334445 -1,16335904151307 0,739171195141419 1,12816132036513 -0,530028897913025 -1,16549526662003 0,213352409726795 -0,842041184150731 -0,815910048967385 -1,4207014366272 -1,24056958715922 -0,986376644342899 -1,13418413165166 -0,862974686848283 -1,21020252358089 2015-02-25 "February" "2015" "Wednesday" "0" "4" "1" "peak_season" "0" "0" "0" "0"
0,360003700787715 -0,945858794106047 0,719159205284739 1,14198233622758 -0,509377661843025 -1,01377272768968 0,213352409726795 -0,842041184150731 -0,534310574178817 -1,28335082543374 -0,959979861206354 -0,89507245161827 -1,16019896745021 -0,82048064239285 -1,41804844358693 2015-02-26 "February" "2015" "Thursday" "0" "5" "1" "peak_season" "0" "0" "0" "0"
0,316543002007645 -0,970365864236416 0,698915425751823 1,15545220655797 -0,488613460764631 -1,00209225524249 0,213352409726795 -0,842041184150731 -0,749044502036586 -1,28947230114153 -1,03424235347764 -0,50464197059496 -0,942898574309453 -0,538335500377947 -1,28088541917118 2015-02-27 "February" "2015" "Friday" "0" "6" "1" "peak_season" "0" "0" "0" "0"
0,29294006565897 -1,13655443355797 0,678445855211444 1,16856693994302 -0,467740803154385 -1,09410687648483 0,213352409726795 -0,842041184150731 -0,84724133381496 -1,41572773761462 -1,16936946570324 -1,12352394638533 -0,967383125649256 -0,75348552726041 -1,28699853446547 2015-02-28 "February" "2015" "Saturday" "1" "7" "1" "peak_season" "0" "1" "0" "0"
0,164222052412343 -0,626501036469687 0,657756559239122 1,18132265020417 -0,446764114234004 -0,757420348266821 0,213352409726795 -0,842041184150731 -0,246597677956576 -1,17316426269358 -0,46387578912598 -0,736913724471841 -1,1334189894223 -0,851872639197764 -1,41308153741032 2015-03-01 "March" "2015" "Sunday" "1" "1" "1" "low_season" "0" "1" "0" "0"
0,333408376062765 -0,958112329171231 0,636853668519764 1,1937155575492 -0,425687738089561 -0,941210110165604 0,213352409726795 -0,842041184150731 -0,1900485296951 -0,914531914039603 -0,874233478377647 -0,709025832970176 -0,623834264662644 -0,250065090693793 -1,17084934387386 2015-03-02 "March" "2015" "Monday" "0" "2" "1" "low_season" "0" "0" "0" "0"
0,460443900197485 -1,08103060279386 0,615743377031014 1,2057419896922 -0,404515943726423 -1,0073878662627 0,213352409726795 -0,842041184150731 -0,463624138851972 -1,19497201990257 -1,07941232300348 -1,12543407594024 -0,955140849979355 -0,193406364753215 -0,912570222689879 2015-03-03 "March" "2015" "Tuesday" "0" "3" "1" "low_season" "0" "0" "0" "0"
0,18796764506331 -1,08830613923881 0,594431940207835 1,21739838294176 -0,383252926582944 -1,07802691391948 0,213352409726795 -0,842041184150731 -0,754011656951445 -1,30668895156968 -1,13415220132716 -1,18808632534124 -1,07794617779305 -0,467512092952225 -1,19262731710979 2015-03-04 "March" "2015" "Wednesday" "0" "4" "1" "low_season" "0" "0" "0" "0"
0,359734733345658 -1,03814323006571 0,572925673088898 1,22868128325701 -0,361902812768907 -1,06056028151003 0,213352409726795 -0,842041184150731 -0,867874131153607 -1,20300645676904 -1,1046768822298 -1,04024229779132 -1,08521502897206 -0,758462307241677 -1,30419167123068 2015-03-05 "March" "2015" "Thursday" "0" "5" "1" "low_season" "0" "0" "0" "0"
0,339862055470441 -0,819877136717123 0,551230948445293 1,23958734727108 -0,340469664212177 -0,897678719795311 0,213352409726795 -0,842041184150731 -0,744077347121726 -1,2213708838924 -1,02773481549511 -0,887431933398635 -1,0350982129484 -0,872545417581489 -1,20065078093355 2015-03-06 "March" "2015" "Friday" "0" "6" "1" "low_season" "0" "0" "0" "0"
0,179955559383161 -0,61080119466742 0,529354194892142 1,25011334328183 -0,318957481383424 -0,707832416627618 0,213352409726795 -0,842041184150731 -0,609199986741313 -0,990667768155198 -0,579097491052054 -0,746846398157365 -0,817032677578278 -0,748508747279143 -1,21899012681644 2015-03-07 "March" "2015" "Saturday" "1" "7" "1" "low_season" "0" "1" "0" "0"
